Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
46,Female,Master,111616,22202,307,42725,60,1,Average,Self-Employed,Owned,Married,0
24,Male,Master,130463,27692,443,16895,24,9,Good,Self-Employed,Rented,Single,1
57,Female,Master,52947,5566,574,33784,60,9,Average,Self-Employed,Mortgaged,Divorced,1
30,Female,Master,93532,32019,586,15975,36,5,Bad,Self-Employed,Owned,Divorced,1
55,Female,High School,129081,15022,789,29518,36,1,Average,Employed,Rented,Divorced,0
35,Female,Bachelor,100398,44925,330,43527,12,3,Average,Unemployed,Mortgaged,Single,1
19,Male,High School,79413,44720,751,2224,24,7,Good,Self-Employed,Mortgaged,Single,1
25,Male,Master,123768,40662,543,35451,12,5,Bad,Employed,Rented,Married,1
28,Male,Bachelor,43104,28030,439,24489,12,9,Good,Unemployed,Mortgaged,Divorced,1
50,Male,PhD,147738,40850,700,47427,12,4,Bad,Unemployed,Owned,Single,0
55,Male,High School,102841,45714,840,49197,36,5,Average,Self-Employed,Rented,Single,1
65,Female,Bachelor,55860,20752,463,48308,12,3,Bad,Unemployed,Rented,Single,1
44,Male,PhD,82184,36397,403,15352,12,8,Bad,Self-Employed,Owned,Married,1
37,Male,PhD,91063,26104,362,45714,12,3,Bad,Employed,Mortgaged,Married,1
29,Female,Master,144390,21616,314,10506,12,6,Good,Unemployed,Rented,Divorced,1
60,Female,PhD,130095,31938,793,46984,24,7,Average,Self-Employed,Rented,Divorced,1
48,Male,PhD,33727,7661,478,7155,60,2,Average,Employed,Owned,Single,0
44,Female,Master,115503,27047,822,34943,24,7,Good,Self-Employed,Rented,Divorced,1
49,Female,Bachelor,146156,40043,740,25079,48,3,Bad,Unemployed,Rented,Single,0
27,Male,Bachelor,109385,43995,824,3293,24,3,Average,Employed,Rented,Single,1
20,Female,Master,22719,47442,787,23131,48,5,Average,Unemployed,Owned,Single,1
62,Male,High School,142801,26943,610,27496,36,4,Average,Unemployed,Rented,Divorced,0
44,Male,Master,134216,35487,429,22652,60,7,Bad,Self-Employed,Owned,Single,0
52,Female,Bachelor,133771,10233,765,4877,12,3,Good,Self-Employed,Rented,Single,0
48,Male,High School,32924,4487,801,44250,48,9,Good,Employed,Mortgaged,Married,1
32,Male,Master,29215,25559,562,11022,36,1,Average,Self-Employed,Mortgaged,Married,1
33,Female,Bachelor,134839,6844,470,34768,60,2,Bad,Employed,Rented,Single,0
30,Female,Bachelor,110124,42519,705,49377,48,9,Average,Unemployed,Rented,Divorced,1
66,Female,Bachelor,110826,27140,324,4830,36,8,Good,Unemployed,Owned,Divorced,1
52,Female,PhD,80494,12416,748,18609,12,7,Bad,Unemployed,Mortgaged,Married,0
69,Male,PhD,68009,23859,459,16037,36,9,Good,Unemployed,Mortgaged,Married,1
28,Female,High School,105545,23253,516,20812,36,5,Average,Employed,Rented,Single,1
38,Female,High School,51912,40230,789,29509,12,3,Good,Employed,Rented,Divorced,1
68,Male,High School,143128,19184,579,16361,48,2,Bad,Unemployed,Owned,Married,1
28,Male,PhD,21144,28846,380,22225,36,6,Bad,Self-Employed,Owned,Divorced,1
47,Male,High School,139170,31221,424,33723,12,2,Bad,Unemployed,Owned,Married,1
65,Male,Bachelor,57302,43771,469,16585,48,8,Good,Employed,Rented,Divorced,1
52,Female,Bachelor,146223,22459,389,31944,12,5,Bad,Self-Employed,Rented,Married,1
39,Female,High School,100171,16498,679,13197,24,2,Good,Unemployed,Owned,Single,0
55,Male,High School,119024,5262,410,22608,48,6,Bad,Unemployed,Mortgaged,Divorced,0
48,Male,PhD,73720,33914,463,27064,24,6,Good,Employed,Rented,Divorced,1
31,Male,Bachelor,137917,46500,714,1057,36,8,Good,Employed,Rented,Divorced,1
41,Male,Master,86542,35885,454,13249,36,6,Good,Employed,Rented,Divorced,1
67,Female,Master,139416,39215,493,45746,36,3,Bad,Employed,Owned,Single,0
66,Male,PhD,97026,22398,775,22998,48,8,Good,Self-Employed,Rented,Divorced,1
49,Female,PhD,47044,44623,320,4490,60,2,Bad,Self-Employed,Rented,Divorced,1
53,Male,PhD,92635,30924,408,18052,48,9,Average,Employed,Mortgaged,Married,1
49,Female,Bachelor,109036,1318,698,1867,48,6,Bad,Self-Employed,Owned,Married,1
32,Female,High School,130615,13161,428,12379,60,1,Average,Unemployed,Owned,Divorced,1
60,Female,High School,138501,13323,808,10291,48,4,Bad,Self-Employed,Owned,Single,0
52,Female,PhD,20537,6749,579,8848,24,1,Average,Unemployed,Owned,Single,0
20,Male,Bachelor,134233,34022,726,28455,60,3,Good,Employed,Rented,Divorced,1
33,Female,Master,96552,10528,326,5489,60,6,Average,Unemployed,Owned,Married,1
22,Male,PhD,55453,22441,643,24179,24,3,Average,Employed,Rented,Married,1
38,Female,Bachelor,21980,9526,700,26123,60,5,Good,Employed,Rented,Married,1
27,Female,PhD,91442,45051,594,34198,60,8,Average,Employed,Owned,Single,0
36,Male,Bachelor,53307,38161,495,7842,24,8,Bad,Self-Employed,Owned,Divorced,0
42,Male,Bachelor,108966,2044,455,26200,12,9,Bad,Unemployed,Rented,Single,1
21,Female,PhD,64844,13765,739,31270,12,4,Average,Self-Employed,Mortgaged,Single,1
46,Female,High School,48629,19175,400,34549,12,5,Average,Employed,Mortgaged,Married,1
36,Male,PhD,47775,49887,799,42588,24,4,Bad,Self-Employed,Owned,Single,1
60,Female,High School,60029,1961,584,28728,36,7,Bad,Employed,Rented,Single,1
19,Male,High School,115934,4749,368,43542,48,9,Average,Unemployed,Rented,Divorced,1
27,Male,Master,81860,38333,685,15263,60,6,Good,Employed,Owned,Married,1
60,Male,Bachelor,84783,41284,751,16534,24,2,Good,Employed,Mortgaged,Single,0
42,Female,PhD,143363,17973,437,38083,48,7,Bad,Self-Employed,Mortgaged,Divorced,1
37,Female,Bachelor,61988,19372,547,17389,24,3,Good,Employed,Mortgaged,Single,0
65,Male,Master,75452,44799,402,39491,60,8,Average,Unemployed,Owned,Divorced,0
36,Male,High School,20051,44393,809,15890,36,3,Bad,Unemployed,Owned,Married,1
40,Male,PhD,44818,36757,674,8916,24,9,Good,Employed,Mortgaged,Divorced,1
41,Male,Bachelor,21686,39433,454,37106,48,1,Good,Unemployed,Owned,Single,1
28,Female,Master,39205,5541,386,30404,48,6,Good,Employed,Rented,Divorced,0
63,Male,High School,108483,31678,781,37320,60,7,Bad,Employed,Mortgaged,Single,1
51,Female,High School,142808,19344,508,29590,12,3,Average,Unemployed,Owned,Single,1
45,Male,Bachelor,28096,46154,477,16356,60,6,Average,Self-Employed,Rented,Divorced,1
22,Female,High School,128336,9846,557,49546,60,3,Bad,Employed,Rented,Single,0
22,Female,Master,94152,34846,572,46211,12,9,Good,Self-Employed,Mortgaged,Married,0
68,Female,High School,63087,36842,323,34009,36,6,Average,Self-Employed,Rented,Divorced,1
38,Female,PhD,143574,43315,699,4909,24,8,Good,Employed,Rented,Single,1
29,Female,PhD,28545,6029,652,28965,48,4,Average,Unemployed,Owned,Divorced,1
67,Male,Bachelor,121994,17272,600,22337,24,8,Average,Employed,Rented,Married,1
21,Male,Master,136377,49613,309,15923,24,5,Average,Unemployed,Mortgaged,Divorced,1
66,Female,High School,28484,24770,342,39451,48,8,Good,Employed,Mortgaged,Divorced,1
59,Male,High School,86252,14104,350,9958,12,2,Good,Self-Employed,Owned,Single,1
37,Male,High School,43667,16855,406,15196,48,3,Good,Employed,Owned,Divorced,1
55,Male,PhD,114736,38524,534,18152,12,4,Good,Unemployed,Owned,Divorced,1
42,Male,Master,90111,38463,789,8489,12,1,Good,Unemployed,Mortgaged,Single,0
31,Male,High School,106492,1919,774,36948,60,5,Bad,Employed,Owned,Married,0
28,Male,Bachelor,147000,43706,591,11720,36,3,Average,Unemployed,Mortgaged,Divorced,0
49,Male,Master,96206,35526,780,7812,60,7,Average,Employed,Mortgaged,Married,1
28,Female,Master,35637,35599,759,32119,36,2,Bad,Self-Employed,Owned,Married,0
35,Male,High School,101882,10363,724,20931,12,1,Average,Employed,Rented,Single,1
44,Male,PhD,112476,15255,628,16427,60,2,Bad,Employed,Owned,Divorced,1
35,Male,Master,118941,4810,484,42513,24,3,Bad,Unemployed,Mortgaged,Single,1
40,Female,Bachelor,60747,2440,805,18527,48,5,Bad,Employed,Rented,Married,1
28,Female,Master,79749,44879,777,10720,48,6,Average,Self-Employed,Owned,Single,1
38,Male,PhD,29491,2719,313,13717,48,8,Bad,Self-Employed,Rented,Divorced,0
61,Female,Bachelor,73100,45213,392,8095,36,4,Average,Employed,Mortgaged,Single,0
22,Female,PhD,143569,1555,479,43485,48,4,Good,Unemployed,Owned,Married,1
40,Male,High School,32631,43193,604,31952,36,2,Good,Self-Employed,Owned,Married,1
58,Female,Master,107470,13112,774,43490,36,3,Bad,Employed,Rented,Divorced,1
42,Male,Bachelor,47182,3297,841,49080,36,3,Bad,Employed,Owned,Divorced,1
58,Female,PhD,28903,2535,823,13992,24,2,Good,Self-Employed,Rented,Married,1
27,Male,High School,112722,15931,410,43468,12,1,Good,Unemployed,Rented,Married,0
39,Female,Bachelor,77782,7282,714,13285,24,2,Good,Employed,Mortgaged,Divorced,1
36,Male,Master,97261,29634,720,26738,12,5,Bad,Self-Employed,Owned,Single,1
18,Male,Master,97606,45262,710,39609,24,8,Good,Employed,Rented,Divorced,1
24,Female,PhD,56109,26485,822,20298,36,5,Bad,Self-Employed,Rented,Single,0
21,Male,Bachelor,101604,35729,628,532,12,3,Bad,Employed,Rented,Single,0
18,Male,High School,91086,25587,571,39745,48,7,Bad,Unemployed,Rented,Divorced,1
32,Female,High School,80436,34747,313,35549,24,4,Average,Unemployed,Mortgaged,Divorced,1
57,Male,High School,138926,34040,474,49175,12,7,Bad,Self-Employed,Owned,Divorced,1
29,Male,PhD,38167,46543,457,5482,48,8,Good,Employed,Owned,Single,0
39,Female,High School,45443,24641,533,15788,60,3,Good,Unemployed,Mortgaged,Single,1
39,Male,Bachelor,100224,27573,440,29599,36,1,Bad,Self-Employed,Owned,Divorced,1
67,Female,PhD,70640,6144,780,1789,24,8,Average,Unemployed,Mortgaged,Single,1
64,Male,Master,141848,2688,418,21984,24,6,Average,Unemployed,Owned,Single,0
34,Female,PhD,135155,49088,681,18202,60,3,Bad,Employed,Rented,Single,0
46,Female,PhD,123887,18979,820,18347,12,9,Average,Employed,Mortgaged,Divorced,1
63,Male,PhD,49548,32803,709,18468,24,1,Bad,Unemployed,Owned,Married,1
31,Female,Bachelor,97649,17154,348,17453,24,8,Good,Unemployed,Rented,Divorced,0
67,Male,Master,136105,38451,669,48959,24,9,Average,Unemployed,Mortgaged,Single,1
37,Male,Master,82358,16123,632,41305,24,1,Bad,Unemployed,Rented,Single,0
67,Female,PhD,107825,24998,448,25226,60,9,Average,Self-Employed,Mortgaged,Single,0
65,Male,PhD,38160,6786,456,22650,36,5,Average,Self-Employed,Mortgaged,Divorced,1
50,Male,PhD,119385,31289,451,7968,24,5,Average,Unemployed,Mortgaged,Single,0
60,Female,Bachelor,66205,6129,760,17228,60,5,Good,Employed,Rented,Single,0
32,Male,Bachelor,82280,29914,675,24362,48,1,Good,Employed,Owned,Married,1
29,Male,High School,104845,26777,724,2159,24,5,Average,Self-Employed,Owned,Married,0
57,Female,Master,56852,3845,347,32426,12,6,Good,Unemployed,Mortgaged,Single,1
37,Male,High School,65021,9448,634,34201,60,5,Good,Employed,Mortgaged,Divorced,0
47,Male,High School,125932,28139,768,32390,12,6,Average,Unemployed,Owned,Single,1
55,Female,PhD,26195,22718,544,5216,36,9,Average,Self-Employed,Owned,Single,1
20,Male,Bachelor,86547,24581,561,13532,48,7,Average,Self-Employed,Owned,Single,1
45,Male,High School,44286,28993,549,45822,12,5,Bad,Employed,Mortgaged,Married,1
43,Female,High School,53581,43048,796,38877,24,9,Good,Unemployed,Owned,Divorced,1
47,Male,High School,97674,13923,351,45702,60,5,Bad,Self-Employed,Owned,Divorced,1
30,Male,PhD,145196,14084,788,7246,48,5,Bad,Employed,Rented,Married,1
30,Female,PhD,46719,18560,441,15210,60,6,Bad,Unemployed,Mortgaged,Married,1
19,Female,Bachelor,118576,23567,671,4075,48,8,Good,Unemployed,Owned,Married,1
54,Male,High School,68450,20481,550,35819,12,1,Average,Self-Employed,Rented,Married,1
66,Male,High School,40028,33016,613,30414,36,9,Good,Employed,Rented,Married,0
55,Female,Bachelor,36192,12422,524,30690,60,8,Average,Unemployed,Mortgaged,Divorced,1
19,Male,Bachelor,103636,2724,355,22549,24,7,Bad,Employed,Owned,Divorced,1
53,Male,Bachelor,91812,31471,638,24062,60,5,Bad,Unemployed,Owned,Married,1
43,Male,Master,47551,3628,820,25049,36,1,Bad,Unemployed,Mortgaged,Married,0
28,Female,Bachelor,140920,28875,799,38648,12,7,Bad,Unemployed,Rented,Divorced,1
25,Male,PhD,92364,18734,783,17895,24,9,Bad,Employed,Mortgaged,Divorced,1
61,Male,Master,84311,25109,463,21050,24,3,Average,Self-Employed,Rented,Divorced,1
57,Female,Bachelor,81444,1619,740,24215,12,8,Bad,Unemployed,Owned,Married,0
60,Female,PhD,53124,14786,432,11000,60,3,Bad,Self-Employed,Mortgaged,Divorced,1
39,Female,Bachelor,33654,29634,380,46251,24,3,Average,Unemployed,Mortgaged,Divorced,1
37,Male,Bachelor,20203,22927,649,34128,60,7,Good,Self-Employed,Owned,Married,0
25,Male,Master,40129,10729,433,26510,60,6,Bad,Employed,Rented,Married,1
46,Female,PhD,136284,23237,351,1939,12,5,Average,Unemployed,Rented,Married,1
57,Male,High School,92150,37540,793,36684,36,7,Bad,Unemployed,Mortgaged,Single,1
43,Male,Bachelor,133103,36301,501,4453,36,9,Average,Self-Employed,Rented,Divorced,1
47,Male,Master,53264,42437,807,33109,60,1,Good,Self-Employed,Rented,Single,1
34,Male,PhD,32989,22735,313,40028,12,1,Bad,Self-Employed,Owned,Single,1
37,Female,Bachelor,147812,35808,684,46933,36,5,Bad,Employed,Rented,Married,0
69,Female,High School,69214,18949,500,42921,60,8,Good,Unemployed,Owned,Divorced,1
33,Male,PhD,87115,21509,464,46599,24,7,Good,Employed,Rented,Divorced,1
63,Female,PhD,81678,30398,432,23787,24,7,Good,Employed,Owned,Married,0
60,Male,Master,77883,5268,418,39883,48,3,Average,Self-Employed,Mortgaged,Divorced,1
24,Male,Bachelor,73445,36607,785,17045,48,9,Bad,Self-Employed,Mortgaged,Single,1
33,Female,Bachelor,90412,45507,482,17941,48,5,Average,Unemployed,Mortgaged,Divorced,1
62,Female,PhD,126154,48826,757,32358,36,3,Good,Unemployed,Rented,Divorced,0
64,Male,Bachelor,89661,41944,634,18337,24,6,Bad,Unemployed,Mortgaged,Married,1
65,Male,PhD,137401,40308,530,5326,24,8,Good,Self-Employed,Mortgaged,Single,0
44,Male,High School,25328,13412,610,46600,36,8,Good,Self-Employed,Owned,Single,0
40,Male,Master,148062,36511,302,19668,24,4,Average,Employed,Owned,Married,1
41,Female,Bachelor,68968,28150,380,36635,24,4,Average,Unemployed,Mortgaged,Married,1
26,Female,Bachelor,62040,6642,574,21151,60,9,Bad,Employed,Mortgaged,Divorced,1
52,Male,Master,79199,11069,687,11927,24,2,Average,Unemployed,Rented,Married,0
68,Male,High School,77039,32832,644,40234,60,9,Bad,Unemployed,Rented,Divorced,1
37,Female,High School,97232,2026,518,4794,48,8,Good,Unemployed,Rented,Divorced,1
54,Male,High School,121683,4592,362,18981,12,3,Bad,Employed,Rented,Married,1
59,Female,High School,70750,1987,739,32741,60,2,Good,Employed,Owned,Married,1
34,Male,High School,36119,16917,326,10157,24,2,Average,Employed,Rented,Divorced,1
64,Female,PhD,44017,8238,680,24381,48,1,Good,Self-Employed,Mortgaged,Single,1
48,Male,Bachelor,68780,36515,547,35595,12,9,Average,Self-Employed,Owned,Single,1
25,Male,Bachelor,46204,9330,453,4541,12,1,Bad,Employed,Owned,Divorced,1
32,Male,Bachelor,39562,6650,509,3118,48,2,Bad,Self-Employed,Rented,Married,1
48,Female,PhD,44428,38264,321,16032,48,7,Bad,Self-Employed,Rented,Single,1
47,Female,Master,145527,26217,318,12941,12,5,Good,Employed,Owned,Married,1
63,Male,High School,41497,18807,808,16593,12,1,Average,Unemployed,Mortgaged,Married,1
37,Male,Master,23372,26712,728,35022,24,4,Bad,Self-Employed,Mortgaged,Married,1
56,Male,High School,108683,37489,336,8159,60,6,Good,Employed,Mortgaged,Single,0
29,Male,High School,37453,28865,706,49222,60,8,Good,Unemployed,Rented,Single,1
66,Female,Master,132716,25633,723,8628,12,2,Good,Self-Employed,Mortgaged,Married,0
34,Female,Bachelor,71928,26275,637,40357,12,3,Bad,Employed,Mortgaged,Divorced,0
59,Female,PhD,53960,2145,570,22643,36,7,Good,Unemployed,Owned,Married,1
47,Male,Master,37197,22963,761,17581,12,1,Average,Self-Employed,Rented,Married,1
46,Male,Bachelor,119456,10300,614,20841,60,7,Average,Employed,Mortgaged,Divorced,1
36,Female,High School,74984,47697,357,14229,24,1,Bad,Employed,Mortgaged,Single,0
63,Male,Bachelor,145635,21879,675,24793,36,8,Good,Self-Employed,Rented,Divorced,1
28,Female,High School,21883,7242,755,13059,60,6,Bad,Employed,Mortgaged,Divorced,1
51,Female,High School,36651,14832,706,43950,24,7,Good,Unemployed,Owned,Divorced,1
67,Female,Bachelor,105591,25683,684,41972,36,2,Bad,Employed,Mortgaged,Married,1
24,Female,High School,22812,15285,355,39823,36,6,Bad,Self-Employed,Mortgaged,Single,0
61,Male,PhD,115981,29823,758,1538,36,5,Average,Unemployed,Mortgaged,Single,0
51,Female,Bachelor,131176,10097,774,31905,36,3,Good,Employed,Owned,Divorced,0
37,Male,Master,26562,48852,815,9235,36,9,Average,Employed,Owned,Single,1
67,Female,High School,92549,2992,316,45236,36,5,Average,Unemployed,Mortgaged,Divorced,1
55,Female,High School,148866,37890,732,48867,48,8,Good,Unemployed,Mortgaged,Divorced,1
41,Female,PhD,148160,29790,536,30780,24,4,Bad,Self-Employed,Mortgaged,Married,0
27,Female,PhD,90713,30394,606,49232,60,6,Good,Employed,Owned,Single,1
49,Male,Master,40469,46058,732,27377,12,4,Good,Unemployed,Owned,Divorced,0
69,Male,High School,69535,19376,323,6782,60,4,Average,Employed,Rented,Single,1
32,Male,Master,81300,24880,599,9401,48,9,Average,Employed,Mortgaged,Single,0
54,Male,Master,137538,20984,537,18197,48,5,Good,Employed,Mortgaged,Single,0
37,Female,High School,116765,14541,791,37669,36,1,Good,Self-Employed,Owned,Divorced,0
20,Male,Master,114637,29975,587,45727,48,7,Bad,Employed,Rented,Married,1
54,Male,Master,113523,5010,714,40613,60,3,Average,Self-Employed,Mortgaged,Divorced,0
57,Female,PhD,108641,9275,699,46162,48,3,Average,Employed,Mortgaged,Married,0
25,Male,PhD,109003,37088,715,23880,60,6,Average,Self-Employed,Rented,Single,0
57,Male,Master,102969,19889,782,10464,36,3,Good,Self-Employed,Rented,Single,1
61,Male,High School,38217,41596,550,26515,36,1,Good,Employed,Owned,Single,1
40,Male,PhD,116844,41653,699,23617,48,6,Bad,Self-Employed,Owned,Single,1
57,Female,Master,28989,41016,440,20199,12,7,Average,Self-Employed,Mortgaged,Married,1
28,Female,Bachelor,57235,41636,677,25484,36,5,Average,Self-Employed,Rented,Divorced,1
63,Male,Bachelor,104895,33155,419,16079,24,1,Bad,Employed,Rented,Married,1
25,Female,Master,90691,7349,637,5314,24,2,Bad,Unemployed,Owned,Divorced,1
46,Male,Bachelor,76850,24347,749,32679,36,2,Bad,Unemployed,Mortgaged,Single,0
47,Male,PhD,148789,4062,460,31403,48,8,Average,Employed,Rented,Single,1
27,Male,High School,142688,4852,404,21606,36,8,Average,Self-Employed,Mortgaged,Divorced,1
56,Female,Master,132440,14160,391,5743,48,8,Average,Employed,Owned,Single,1
45,Female,PhD,70442,17322,784,35721,60,2,Average,Unemployed,Mortgaged,Married,1
66,Female,High School,93497,1387,718,26658,12,5,Bad,Unemployed,Owned,Divorced,1
53,Female,Bachelor,43983,47891,720,26297,12,5,Bad,Self-Employed,Mortgaged,Divorced,1
30,Female,Bachelor,27186,40805,353,17446,60,4,Bad,Employed,Rented,Divorced,1
49,Female,Bachelor,27506,7910,813,45237,60,8,Average,Unemployed,Mortgaged,Married,1
53,Male,Bachelor,136875,16758,396,15417,60,8,Bad,Employed,Rented,Divorced,0
54,Female,PhD,61026,3003,484,8554,12,9,Average,Unemployed,Rented,Divorced,1
43,Male,PhD,66070,26607,732,49613,36,4,Bad,Unemployed,Rented,Single,1
39,Male,High School,68951,39513,770,30270,24,1,Bad,Unemployed,Owned,Divorced,1
21,Female,Master,115761,26025,424,43215,48,9,Good,Employed,Rented,Married,1
48,Male,High School,144272,4547,633,11529,24,1,Average,Employed,Mortgaged,Married,1
35,Male,Master,149284,26672,563,8000,48,4,Average,Self-Employed,Owned,Single,1
55,Male,Bachelor,27791,42819,490,42204,12,1,Good,Employed,Rented,Married,0
41,Female,Bachelor,81335,15456,520,49058,36,3,Good,Employed,Rented,Single,0
40,Female,Bachelor,113133,1301,498,31151,24,3,Average,Unemployed,Owned,Single,0
39,Male,Bachelor,92306,40872,643,41829,60,7,Good,Self-Employed,Owned,Married,1
19,Female,PhD,29893,32603,473,14729,60,3,Average,Self-Employed,Rented,Divorced,1
48,Male,High School,45154,42840,516,39154,60,6,Good,Employed,Owned,Married,1
28,Female,Master,109854,44241,505,41925,24,4,Average,Employed,Rented,Married,1
45,Male,Master,70757,21545,672,32493,36,6,Good,Employed,Rented,Married,1
63,Male,PhD,81387,41478,473,28569,36,9,Average,Employed,Rented,Single,0
49,Female,Bachelor,60755,17178,377,30084,60,7,Bad,Employed,Owned,Single,0
22,Female,High School,125469,19216,622,33740,24,1,Good,Self-Employed,Mortgaged,Married,1
55,Female,Bachelor,33514,9242,683,9988,60,8,Bad,Self-Employed,Mortgaged,Married,1
27,Female,PhD,51358,8496,736,24016,48,4,Good,Self-Employed,Owned,Single,1
57,Female,Master,107974,21866,498,45728,48,8,Good,Unemployed,Owned,Married,0
63,Male,PhD,144858,29357,306,17119,24,3,Average,Unemployed,Mortgaged,Married,0
41,Male,Master,122809,47252,562,5665,48,5,Average,Employed,Owned,Single,1
